Order_ID,Order_Date,Customer_ID,Product_Name,Category,Quantity,Unit_Price,Total_Sales,Region,Order_Status,Sales_Channel,Order_Month,Order_Year,Order_Quarter
ORD-1449,2025-06-03,CUST-424,Find Lite,Electronics,30,1842.49,55274.7,South,Cancelled,In-Store,6,2025,2025Q2
ORD-1450,2026-05-25,CUST-235,Minute Basic,Sports,19,1237.13,23505.47,West,Pending,Online,5,2026,2026Q2
ORD-1451,2026-04-22,CUST-358,Visit Plus,Food & Beverage,17,1037.7849999999999,17642.34,Central,Delivered,Mobile App,4,2026,2026Q2
ORD-1452,2025-08-12,CUST-350,Pressure Pro,Clothing,19,968.23,18396.37,East,Shipped,Online,8,2025,2025Q3
ORD-1453,2025-03-21,CUST-228,Crime Lite,Furniture,28,243.44,6816.32,East,Cancelled,In-Store,3,2025,2025Q1
ORD-1454,2026-03-06,CUST-126,Structure Pro,Food & Beverage,26,259.12,6737.12,West,Pending,Online,3,2026,2026Q1
ORD-1455,2024-06-28,CUST-147,Read Pro,Furniture,37,1374.27,50847.99,West,Pending,Phone,6,2024,2024Q2
ORD-1456,2025-08-22,CUST-424,Pressure Basic,Clothing,26,866.31,22524.06,West,Pending,Online,8,2025,2025Q3
ORD-1457,2026-02-07,CUST-316,Especially Lite,Food & Beverage,23,409.04,9407.92,South,Returned,Phone,2,2026,2026Q1
ORD-1458,2025-08-14,CUST-241,Author Plus,Electronics,9,988.27,8894.43,East,Cancelled,In-Store,8,2025,2025Q3
ORD-1460,2025-06-07,CUST-101,Particularly Plus,Food & Beverage,1,1168.12,1168.12,South,Pending,Mobile App,6,2025,2025Q2
ORD-1461,2024-12-02,CUST-270,Fill Max,Food & Beverage,1,545.3,545.3,Central,Returned,Phone,12,2024,2024Q4
ORD-1462,2026-01-12,CUST-494,Build Lite,Furniture,47,1597.14,75065.58,West,Pending,Mobile App,1,2026,2026Q1
ORD-1463,2025-09-30,CUST-166,Itself Max,Clothing,34,627.62,21339.08,South,Cancelled,Mobile App,9,2025,2025Q3
ORD-1465,2025-06-20,CUST-234,Rule Max,Sports,48,33.12,1589.76,North,Cancelled,Online,6,2025,2025Q2
ORD-1466,2026-01-16,CUST-182,Head Basic,Electronics,25,154.17,3854.25,Central,Returned,In-Store,1,2026,2026Q1
ORD-1467,2025-09-05,CUST-479,Must Basic,Clothing,40,791.06,31642.4,North,Returned,In-Store,9,2025,2025Q3
ORD-1468,2025-01-09,CUST-326,Against Pro,Electronics,45,965.08,43428.6,North,Cancelled,Online,1,2025,2025Q1
ORD-1469,2024-09-13,CUST-382,Change Pro,Electronics,1,1204.04,1204.04,North,Shipped,Phone,9,2024,2024Q3
ORD-1470,2025-09-01,CUST-461,Mouth Lite,Furniture,16,590.41,9446.56,North,Pending,Phone,9,2025,2025Q3
ORD-1471,2024-08-06,CUST-318,Necessary Lite,Sports,39,1393.01,54327.39,West,Returned,Online,8,2024,2024Q3
ORD-1472,2026-02-23,CUST-387,Under Basic,Food & Beverage,5,1721.64,8608.2,South,Returned,Online,2,2026,2026Q1
ORD-1473,2024-09-05,CUST-104,Woman Pro,Sports,22,1561.9,34361.8,South,Cancelled,Mobile App,9,2024,2024Q3
ORD-1474,2025-05-22,CUST-157,Difference Pro,Clothing,29,88.84,2576.36,North,Pending,Online,5,2025,2025Q2
ORD-1476,2024-07-29,CUST-453,Throughout Plus,Electronics,12,218.81,2625.72,North,Returned,Mobile App,7,2024,2024Q3
ORD-1477,2025-09-04,CUST-176,Campaign Plus,Food & Beverage,26,491.67,12783.42,South,Pending,Phone,9,2025,2025Q3
ORD-1478,2025-03-31,CUST-379,He Plus,Sports,16,1973.46,31575.36,Central,Cancelled,Online,3,2025,2025Q1
ORD-1479,2024-09-26,CUST-118,Method Basic,Food & Beverage,37,293.57,10862.09,West,Shipped,Online,9,2024,2024Q3
ORD-1480,2025-05-14,CUST-289,View Plus,Sports,22,1002.79,22061.38,East,Delivered,Mobile App,5,2025,2025Q2
ORD-1481,2024-07-18,CUST-398,Than Plus,Food & Beverage,29,1240.13,35963.77,North,Shipped,Online,7,2024,2024Q3
ORD-1482,2026-02-27,CUST-382,Since Max,Sports,14,1407.91,19710.74,Central,Cancelled,Mobile App,2,2026,2026Q1
ORD-1483,2025-07-11,CUST-175,Economic Lite,Clothing,28,1123.7,31463.6,Central,Shipped,In-Store,7,2025,2025Q3
ORD-1484,2025-07-13,CUST-320,Per Basic,Food & Beverage,5,29.44,147.2,West,Delivered,Mobile App,7,2025,2025Q3
ORD-1485,2025-04-23,CUST-165,Station Pro,Furniture,47,659.66,31004.02,West,Shipped,In-Store,4,2025,2025Q2
ORD-1486,2026-01-06,CUST-121,Choose Max,Electronics,49,1040.25,50972.25,North,Returned,In-Store,1,2026,2026Q1
ORD-1488,2026-04-22,CUST-286,Discuss Pro,Electronics,46,707.75,32556.5,Central,Pending,Mobile App,4,2026,2026Q2
ORD-1489,2025-05-27,CUST-120,Ahead Max,Sports,5,76.07,380.35,Central,Returned,Mobile App,5,2025,2025Q2
ORD-1490,2025-08-09,CUST-283,Live Basic,Sports,12,166.37,1996.44,West,Returned,Phone,8,2025,2025Q3
ORD-1491,2025-05-14,CUST-207,Car Plus,Sports,16,799.88,12798.08,North,Delivered,Online,5,2025,2025Q2
ORD-1492,2026-01-18,CUST-449,Response Basic,Sports,26,274.1,7126.6,North,Shipped,Mobile App,1,2026,2026Q1
ORD-1493,2026-05-29,CUST-227,Investment Max,Sports,26,1139.41,29624.66,Central,Cancelled,In-Store,5,2026,2026Q2
ORD-1494,2024-07-15,CUST-441,Rest Pro,Clothing,48,1382.04,66337.92,East,Delivered,In-Store,7,2024,2024Q3
ORD-1495,2025-03-26,CUST-152,Middle Lite,Electronics,21,1603.17,33666.57,Central,Delivered,Mobile App,3,2025,2025Q1
ORD-1496,2025-09-11,CUST-281,Maybe Plus,Food & Beverage,39,408.3,15923.7,East,Shipped,Online,9,2025,2025Q3
ORD-1497,2024-06-15,CUST-499,Likely Basic,Clothing,36,343.29,12358.44,North,Cancelled,Online,6,2024,2024Q2
ORD-1498,2024-07-19,CUST-386,Today Pro,Clothing,33,218.09,7196.97,Central,Returned,Online,7,2024,2024Q3
ORD-1499,2025-12-18,CUST-308,When Pro,Clothing,30,1276.5,38295.0,West,Cancelled,In-Store,12,2025,2025Q4
ORD-1500,2025-04-20,CUST-417,Meet Lite,Clothing,37,1415.89,52387.93,South,Delivered,Mobile App,4,2025,2025Q2
ORD-1502,2024-06-25,CUST-179,My Lite,Electronics,10,1873.06,18730.6,North,Pending,Mobile App,6,2024,2024Q2
ORD-1503,2024-11-25,CUST-221,Though Lite,Food & Beverage,5,113.42,567.1,Central,Shipped,In-Store,11,2024,2024Q4
ORD-1504,2025-07-27,CUST-183,Eat Max,Electronics,36,1087.18,39138.48,South,Pending,Mobile App,7,2025,2025Q3
ORD-1505,2026-05-29,CUST-190,Local Max,Food & Beverage,34,1421.03,48315.02,South,Delivered,In-Store,5,2026,2026Q2
ORD-1506,2025-01-05,CUST-311,Site Max,Clothing,31,1743.23,54040.13,South,Returned,In-Store,1,2025,2025Q1
ORD-1507,2025-06-23,CUST-112,She Pro,Clothing,10,1431.03,14310.3,Central,Delivered,Online,6,2025,2025Q2
ORD-1508,2025-06-23,CUST-191,Finally Pro,Sports,19,1605.44,30503.36,Central,Cancelled,Mobile App,6,2025,2025Q2
ORD-1509,2024-10-01,CUST-477,Player Plus,Furniture,32,685.51,21936.32,East,Cancelled,Mobile App,10,2024,2024Q4
ORD-1510,2024-07-23,CUST-270,Itself Plus,Furniture,1,1631.5,1631.5,East,Returned,Phone,7,2024,2024Q3
ORD-1511,2025-08-18,CUST-500,Suggest Lite,Electronics,5,169.43,847.15,East,Returned,Online,8,2025,2025Q3
ORD-1512,2024-10-17,CUST-310,Hour Lite,Electronics,45,1790.69,80581.05,West,Pending,In-Store,10,2024,2024Q4
ORD-1513,2026-03-20,CUST-442,Both Plus,Food & Beverage,4,1099.71,4398.84,North,Returned,Online,3,2026,2026Q1
ORD-1514,2026-05-17,CUST-476,Model Basic,Sports,16,1636.42,26182.72,East,Delivered,Phone,5,2026,2026Q2
ORD-1515,2025-08-02,CUST-227,Medical Lite,Food & Beverage,24,910.11,21842.64,West,Shipped,Online,8,2025,2025Q3
ORD-1516,2024-09-07,CUST-236,Show Basic,Sports,16,1290.72,20651.52,West,Cancelled,Online,9,2024,2024Q3
ORD-1517,2026-04-18,CUST-181,Gas Basic,Furniture,2,1057.54,2115.08,Central,Cancelled,Phone,4,2026,2026Q2
ORD-1518,2025-09-15,CUST-459,Suffer Max,Furniture,49,1465.86,71827.14,South,Delivered,Online,9,2025,2025Q3
ORD-1519,2025-08-18,CUST-155,He Pro,Sports,28,172.44,4828.32,South,Shipped,Online,8,2025,2025Q3
ORD-1520,2024-06-07,CUST-295,Call Plus,Food & Beverage,32,130.1,4163.2,East,Returned,Phone,6,2024,2024Q2
ORD-1521,2025-10-15,CUST-119,Today Pro,Electronics,27,501.74,13546.98,North,Pending,Phone,10,2025,2025Q4
ORD-1522,2025-05-25,CUST-340,Player Plus,Sports,20,327.49,6549.8,North,Shipped,In-Store,5,2025,2025Q2
ORD-1523,2025-07-08,CUST-213,Over Pro,Sports,24,1744.85,41876.4,North,Delivered,Phone,7,2025,2025Q3
ORD-1524,2025-01-24,CUST-202,Management Plus,Sports,12,446.24,5354.88,West,Returned,Mobile App,1,2025,2025Q1
ORD-1525,2026-03-28,CUST-335,Suffer Pro,Food & Beverage,35,1951.97,68318.95,West,Returned,Mobile App,3,2026,2026Q1
ORD-1526,2025-01-31,CUST-279,History Max,Electronics,33,680.42,22453.86,West,Returned,Mobile App,1,2025,2025Q1
ORD-1527,2024-11-11,CUST-256,So Basic,Food & Beverage,33,372.41,12289.53,Central,Shipped,In-Store,11,2024,2024Q4
ORD-1529,2025-03-01,CUST-214,Test Basic,Clothing,37,1320.83,48870.71,North,Shipped,Phone,3,2025,2025Q1
ORD-1530,2026-04-21,CUST-112,Form Plus,Sports,12,1001.41,12016.92,North,Delivered,In-Store,4,2026,2026Q2
ORD-1531,2026-05-20,CUST-437,Speech Plus,Sports,3,1115.17,3345.51,South,Pending,Online,5,2026,2026Q2
ORD-1534,2025-12-01,CUST-268,Bank Plus,Electronics,40,1992.7,79708.0,West,Shipped,Phone,12,2025,2025Q4
ORD-1535,2024-10-17,CUST-242,Like Pro,Sports,10,1949.84,19498.4,East,Delivered,Mobile App,10,2024,2024Q4
ORD-1536,2025-09-25,CUST-135,Moment Max,Electronics,43,1304.15,56078.45,Central,Pending,Phone,9,2025,2025Q3
ORD-1538,2024-07-30,CUST-242,Dark Basic,Sports,29,1363.65,39545.85,Central,Pending,In-Store,7,2024,2024Q3
ORD-1539,2025-02-08,CUST-279,Spend Plus,Furniture,13,153.67,1997.71,North,Cancelled,In-Store,2,2025,2025Q1
ORD-1540,2025-03-22,CUST-428,Less Max,Food & Beverage,12,71.0,852.0,South,Cancelled,In-Store,3,2025,2025Q1
ORD-1541,2025-06-01,CUST-360,Success Pro,Furniture,31,522.79,16206.49,South,Returned,Mobile App,6,2025,2025Q2
ORD-1542,2024-12-08,CUST-304,What Plus,Food & Beverage,46,930.62,42808.52,Central,Shipped,Mobile App,12,2024,2024Q4
ORD-1543,2025-02-14,CUST-447,Media Pro,Food & Beverage,2,1737.86,3475.72,West,Returned,Phone,2,2025,2025Q1
ORD-1544,2024-12-10,CUST-374,Quality Lite,Sports,35,1457.07,50997.45,East,Delivered,In-Store,12,2024,2024Q4
ORD-1545,2025-05-03,CUST-269,Mind Plus,Sports,23,1487.99,34223.77,North,Delivered,Mobile App,5,2025,2025Q2
ORD-1546,2025-12-15,CUST-114,Natural Basic,Food & Beverage,17,856.73,14564.41,North,Delivered,Mobile App,12,2025,2025Q4
ORD-1547,2025-07-04,CUST-159,Show Plus,Electronics,26,698.41,18158.66,East,Returned,Phone,7,2025,2025Q3
ORD-1548,2025-09-27,CUST-233,Yard Basic,Clothing,8,748.37,5986.96,Central,Pending,Phone,9,2025,2025Q3
ORD-1549,2026-06-01,CUST-191,Man Pro,Furniture,29,1975.42,57287.18,Central,Returned,Online,6,2026,2026Q2
ORD-1550,2026-01-03,CUST-397,Whether Plus,Food & Beverage,26,89.82,2335.32,North,Returned,Online,1,2026,2026Q1
ORD-1551,2025-10-12,CUST-235,Candidate Max,Clothing,10,1735.39,17353.9,South,Pending,Phone,10,2025,2025Q4
ORD-1552,2024-07-12,CUST-119,Great Max,Sports,26,1161.56,30200.56,East,Pending,Online,7,2024,2024Q3
ORD-1553,2025-06-05,CUST-155,Condition Lite,Sports,34,882.84,30016.56,North,Pending,Mobile App,6,2025,2025Q2
ORD-1554,2025-02-03,CUST-405,Today Max,Food & Beverage,41,1453.26,59583.66,South,Shipped,Phone,2,2025,2025Q1
ORD-1555,2025-05-15,CUST-322,Information Lite,Electronics,7,978.47,6849.29,Central,Returned,Phone,5,2025,2025Q2
ORD-1556,2026-03-04,CUST-276,Because Pro,Food & Beverage,4,1748.11,6992.44,South,Shipped,In-Store,3,2026,2026Q1
ORD-1557,2025-10-06,CUST-473,Speak Basic,Furniture,45,1802.4,81108.0,West,Cancelled,Mobile App,10,2025,2025Q4
ORD-1558,2025-01-07,CUST-260,Office Pro,Clothing,11,849.22,9341.42,North,Cancelled,Mobile App,1,2025,2025Q1
ORD-1559,2025-05-22,CUST-323,Always Basic,Electronics,29,560.89,16265.81,Unknown,Returned,In-Store,5,2025,2025Q2
ORD-1560,2026-03-06,CUST-410,Pull Basic,Food & Beverage,36,1188.78,42796.08,South,Delivered,Online,3,2026,2026Q1
ORD-1561,2025-04-14,CUST-361,Half Lite,Furniture,25,1825.6,45640.0,Central,Pending,Phone,4,2025,2025Q2
ORD-1562,2025-02-04,CUST-159,Right Max,Furniture,21,429.22,9013.62,South,Shipped,Online,2,2025,2025Q1
ORD-1563,2024-08-18,CUST-297,Wear Max,Electronics,36,1249.7,44989.2,Central,Cancelled,Mobile App,8,2024,2024Q3
ORD-1564,2026-01-02,CUST-395,Travel Lite,Furniture,10,1266.8,12668.0,West,Returned,Online,1,2026,2026Q1
ORD-1565,2025-12-21,CUST-197,Son Lite,Furniture,37,1468.89,54348.93,Central,Delivered,Mobile App,12,2025,2025Q4
ORD-1566,2025-04-27,CUST-230,Quickly Pro,Furniture,9,271.82,2446.38,East,Returned,Phone,4,2025,2025Q2
ORD-1568,2025-07-24,CUST-462,Analysis Max,Food & Beverage,35,1818.97,63663.95,South,Returned,Phone,7,2025,2025Q3
ORD-1569,2026-03-25,CUST-323,By Lite,Electronics,49,367.57,18010.93,North,Shipped,In-Store,3,2026,2026Q1
ORD-1570,2024-12-13,CUST-100,Wall Lite,Clothing,35,482.71,16894.85,Central,Pending,In-Store,12,2024,2024Q4
ORD-1571,2026-03-18,CUST-366,Understand Basic,Clothing,48,1943.08,93267.84,East,Delivered,In-Store,3,2026,2026Q1
ORD-1572,2026-03-26,CUST-375,Director Lite,Furniture,36,370.14,13325.04,North,Returned,Phone,3,2026,2026Q1
ORD-1573,2024-09-24,CUST-451,Brother Pro,Food & Beverage,18,1710.23,30784.14,North,Pending,Phone,9,2024,2024Q3
ORD-1574,2024-06-22,CUST-468,Machine Lite,Furniture,49,989.63,48491.87,West,Returned,Online,6,2024,2024Q2
ORD-1575,2025-11-12,CUST-479,Whole Plus,Furniture,39,501.99,19577.61,South,Returned,Mobile App,11,2025,2025Q4
ORD-1576,2026-03-27,CUST-477,Research Plus,Food & Beverage,32,1742.79,55769.28,North,Pending,In-Store,3,2026,2026Q1
ORD-1577,2025-01-23,CUST-443,Magazine Basic,Sports,24,896.16,21507.84,East,Cancelled,Phone,1,2025,2025Q1
ORD-1578,2026-03-29,CUST-200,Discover Basic,Electronics,23,1034.49,23793.27,Central,Cancelled,Phone,3,2026,2026Q1
ORD-1579,2025-01-18,CUST-286,Tough Plus,Clothing,32,724.87,23195.84,Central,Returned,Mobile App,1,2025,2025Q1
ORD-1580,2026-02-25,CUST-320,Still Basic,Food & Beverage,37,1189.97,44028.89,Central,Cancelled,In-Store,2,2026,2026Q1
ORD-1581,2026-05-19,CUST-135,Beautiful Basic,Clothing,12,335.41,4024.92,West,Shipped,In-Store,5,2026,2026Q2
ORD-1583,2024-08-02,CUST-269,Read Max,Food & Beverage,13,1939.13,25208.69,North,Cancelled,Phone,8,2024,2024Q3
ORD-1585,2025-05-27,CUST-260,Theory Plus,Furniture,25,1316.91,32922.75,West,Returned,Phone,5,2025,2025Q2
ORD-1586,2024-09-06,CUST-439,With Pro,Electronics,35,657.13,22999.55,West,Delivered,Mobile App,9,2024,2024Q3
ORD-1587,2025-09-05,CUST-163,Available Plus,Sports,41,1549.21,63517.61,South,Cancelled,Online,9,2025,2025Q3
ORD-1588,2025-05-19,CUST-468,Commercial Plus,Clothing,30,270.44,8113.2,East,Delivered,Phone,5,2025,2025Q2
ORD-1591,2026-01-09,CUST-258,Recent Basic,Sports,20,479.74,9594.8,West,Cancelled,Phone,1,2026,2026Q1
ORD-1592,2024-08-02,CUST-441,Thing Pro,Food & Beverage,48,156.26,7500.48,Unknown,Shipped,Online,8,2024,2024Q3
ORD-1593,2025-10-18,CUST-309,Line Max,Clothing,25,1037.7849999999999,25944.62,Central,Shipped,Online,10,2025,2025Q4
ORD-1594,2025-12-03,CUST-267,Any Basic,Sports,22,1044.35,22975.7,West,Pending,Phone,12,2025,2025Q4
ORD-1595,2025-08-15,CUST-306,You Pro,Sports,13,680.64,8848.32,North,Cancelled,Mobile App,8,2025,2025Q3
ORD-1596,2024-08-12,CUST-456,Control Max,Electronics,19,1659.48,31530.12,Central,Pending,Phone,8,2024,2024Q3
ORD-1598,2025-02-27,CUST-383,Enough Plus,Clothing,36,504.94,18177.84,South,Returned,Online,2,2025,2025Q1
ORD-1599,2024-06-03,CUST-165,Head Pro,Clothing,12,1238.12,14857.44,North,Delivered,In-Store,6,2024,2024Q2
ORD-1600,2024-06-25,CUST-198,Speech Pro,Electronics,41,1416.49,58076.09,North,Pending,In-Store,6,2024,2024Q2
ORD-1601,2024-10-12,CUST-315,Could Max,Clothing,19,342.41,6505.79,East,Shipped,Online,10,2024,2024Q4
ORD-1602,2026-01-23,CUST-440,Stay Max,Electronics,12,343.56,4122.72,South,Pending,In-Store,1,2026,2026Q1
ORD-1603,2025-01-03,CUST-294,Economy Pro,Food & Beverage,9,82.98,746.82,West,Delivered,In-Store,1,2025,2025Q1
ORD-1604,2024-07-06,CUST-446,Region Pro,Electronics,7,1475.44,10328.08,South,Cancelled,Phone,7,2024,2024Q3
ORD-1605,2024-10-08,CUST-483,Produce Basic,Furniture,28,1037.7849999999999,29057.98,West,Pending,Mobile App,10,2024,2024Q4
ORD-1606,2024-07-06,CUST-189,Foreign Basic,Clothing,14,954.52,13363.28,East,Delivered,Phone,7,2024,2024Q3
ORD-1607,2026-05-13,CUST-415,Message Basic,Furniture,31,1689.9,52386.9,East,Returned,Phone,5,2026,2026Q2
ORD-1608,2025-11-01,CUST-391,Benefit Plus,Furniture,19,1613.28,30652.32,North,Shipped,In-Store,11,2025,2025Q4
ORD-1609,2025-03-27,CUST-254,Management Plus,Food & Beverage,47,1174.86,55218.42,North,Cancelled,In-Store,3,2025,2025Q1
ORD-1610,2025-01-05,CUST-307,Return Basic,Sports,16,1737.86,27805.76,North,Pending,Mobile App,1,2025,2025Q1
ORD-1611,2026-01-11,CUST-380,Quickly Basic,Food & Beverage,5,419.62,2098.1,East,Pending,Mobile App,1,2026,2026Q1
ORD-1612,2025-07-21,CUST-100,Mother Pro,Electronics,35,232.72,8145.2,West,Shipped,Mobile App,7,2025,2025Q3
ORD-1613,2026-03-29,CUST-255,Government Plus,Electronics,12,546.8,6561.6,East,Returned,Phone,3,2026,2026Q1
ORD-1615,2026-01-31,CUST-207,While Lite,Furniture,21,1067.03,22407.63,North,Shipped,Online,1,2026,2026Q1
ORD-1616,2026-04-13,CUST-320,Spring Max,Food & Beverage,36,1873.85,67458.6,South,Shipped,Online,4,2026,2026Q2
ORD-1617,2024-11-09,CUST-396,Vote Basic,Sports,23,1037.7849999999999,23869.05,North,Cancelled,Phone,11,2024,2024Q4
ORD-1618,2026-01-15,CUST-410,Imagine Plus,Food & Beverage,16,253.0,4048.0,Unknown,Shipped,In-Store,1,2026,2026Q1
ORD-1619,2025-03-24,CUST-435,Explain Basic,Clothing,39,909.88,35485.32,West,Shipped,Mobile App,3,2025,2025Q1
ORD-1620,2025-06-14,CUST-264,Me Lite,Food & Beverage,45,1868.41,84078.45,West,Shipped,Online,6,2025,2025Q2
ORD-1621,2024-07-29,CUST-338,Especially Pro,Sports,42,639.15,26844.3,Central,Pending,Mobile App,7,2024,2024Q3
ORD-1623,2024-10-26,CUST-326,Increase Pro,Furniture,14,92.73,1298.22,Central,Shipped,Online,10,2024,2024Q4
ORD-1624,2026-03-23,CUST-445,Hour Max,Furniture,31,305.2,9461.2,West,Shipped,Mobile App,3,2026,2026Q1
ORD-1625,2024-12-04,CUST-209,Officer Pro,Clothing,5,1973.39,9866.95,North,Shipped,Online,12,2024,2024Q4
ORD-1626,2024-11-25,CUST-361,Open Basic,Furniture,35,1930.59,67570.65,North,Returned,Mobile App,11,2024,2024Q4
ORD-1628,2024-11-18,CUST-476,Create Pro,Furniture,29,1904.11,55219.19,East,Shipped,In-Store,11,2024,2024Q4
ORD-1629,2026-02-08,CUST-186,Easy Lite,Electronics,43,1281.85,55119.55,Central,Delivered,Phone,2,2026,2026Q1
ORD-1630,2025-07-28,CUST-437,Themselves Plus,Food & Beverage,11,1037.7849999999999,11415.63,North,Shipped,Phone,7,2025,2025Q3
ORD-1631,2026-05-29,CUST-143,Down Plus,Electronics,18,914.93,16468.74,Central,Delivered,Mobile App,5,2026,2026Q2
ORD-1632,2024-09-19,CUST-245,Charge Basic,Clothing,47,1036.04,48693.88,Central,Cancelled,Phone,9,2024,2024Q3
ORD-1633,2024-09-05,CUST-363,Decision Basic,Sports,12,982.8,11793.6,East,Returned,Phone,9,2024,2024Q3
ORD-1634,2025-05-07,CUST-439,Deep Basic,Clothing,9,1337.06,12033.54,West,Delivered,Phone,5,2025,2025Q2
ORD-1635,2024-08-12,CUST-424,Eye Lite,Clothing,10,287.91,2879.1,North,Returned,Phone,8,2024,2024Q3
ORD-1636,2024-07-18,CUST-417,Stuff Max,Clothing,44,69.65,3064.6,East,Delivered,In-Store,7,2024,2024Q3
ORD-1637,2025-02-21,CUST-271,Congress Max,Clothing,17,622.78,10587.26,West,Cancelled,In-Store,2,2025,2025Q1
ORD-1638,2024-06-25,CUST-147,Wish Max,Furniture,38,1412.31,53667.78,West,Pending,Phone,6,2024,2024Q2
ORD-1639,2025-12-30,CUST-484,Wear Plus,Food & Beverage,7,411.69,2881.83,North,Returned,In-Store,12,2025,2025Q4
ORD-1640,2024-09-19,CUST-220,Green Plus,Sports,46,1350.13,62105.98,Central,Pending,In-Store,9,2024,2024Q3
ORD-1641,2025-05-24,CUST-444,Entire Max,Electronics,13,1940.12,25221.56,South,Cancelled,Phone,5,2025,2025Q2
ORD-1642,2025-05-24,CUST-258,Rather Basic,Electronics,40,196.86,7874.4,Central,Returned,Mobile App,5,2025,2025Q2
ORD-1643,2024-08-16,CUST-215,Find Pro,Food & Beverage,42,1348.48,56636.16,Central,Pending,Phone,8,2024,2024Q3
ORD-1644,2025-10-08,CUST-201,Relate Max,Clothing,9,893.06,8037.54,South,Cancelled,In-Store,10,2025,2025Q4
ORD-1645,2025-02-16,CUST-175,Teacher Pro,Clothing,27,1737.6,46915.2,West,Shipped,Mobile App,2,2025,2025Q1
ORD-1646,2024-08-28,CUST-112,From Max,Sports,2,362.53,725.06,South,Returned,In-Store,8,2024,2024Q3
ORD-1647,2024-09-16,CUST-123,Treatment Pro,Electronics,5,1388.33,6941.65,South,Pending,In-Store,9,2024,2024Q3
ORD-1650,2025-04-18,CUST-412,Water Max,Sports,38,1369.66,52047.08,East,Pending,Online,4,2025,2025Q2
ORD-1651,2026-01-03,CUST-493,Low Max,Furniture,19,999.38,18988.22,West,Shipped,In-Store,1,2026,2026Q1
ORD-1652,2025-07-09,CUST-137,Idea Basic,Furniture,8,1239.52,9916.16,South,Delivered,Phone,7,2025,2025Q3
ORD-1653,2025-10-24,CUST-333,Federal Lite,Food & Beverage,48,1739.12,83477.76,North,Returned,Phone,10,2025,2025Q4
ORD-1654,2026-03-21,CUST-312,Wear Max,Food & Beverage,45,1145.51,51547.95,South,Cancelled,In-Store,3,2026,2026Q1
ORD-1655,2025-10-16,CUST-422,Case Pro,Furniture,1,1037.7849999999999,1037.78,West,Cancelled,Online,10,2025,2025Q4
ORD-1656,2025-03-03,CUST-394,Against Basic,Food & Beverage,22,1862.59,40976.98,East,Returned,In-Store,3,2025,2025Q1
ORD-1657,2026-01-31,CUST-199,Group Lite,Furniture,17,1382.16,23496.72,West,Delivered,Phone,1,2026,2026Q1
ORD-1658,2026-04-29,CUST-467,Hundred Max,Clothing,7,1356.26,9493.82,East,Returned,Phone,4,2026,2026Q2
ORD-1659,2026-01-30,CUST-456,City Max,Food & Beverage,25,439.19,10979.75,West,Pending,Phone,1,2026,2026Q1
ORD-1660,2024-11-11,CUST-296,Statement Plus,Furniture,45,1321.18,59453.1,North,Cancelled,In-Store,11,2024,2024Q4
ORD-1661,2025-02-26,CUST-353,Little Lite,Sports,4,793.79,3175.16,East,Shipped,Phone,2,2025,2025Q1
ORD-1662,2025-06-29,CUST-304,Fight Basic,Sports,36,1305.95,47014.2,East,Cancelled,Phone,6,2025,2025Q2
ORD-1663,2026-01-08,CUST-224,Never Pro,Food & Beverage,6,222.12,1332.72,South,Delivered,Phone,1,2026,2026Q1
ORD-1664,2025-06-09,CUST-175,By Max,Sports,31,1319.11,40892.41,West,Returned,Phone,6,2025,2025Q2
ORD-1665,2025-04-20,CUST-435,Moment Basic,Electronics,19,1998.83,37977.77,Central,Cancelled,Mobile App,4,2025,2025Q2
ORD-1666,2025-08-05,CUST-452,Effort Plus,Electronics,44,105.94,4661.36,Central,Pending,In-Store,8,2025,2025Q3
ORD-1667,2024-12-23,CUST-102,Nation Max,Sports,39,1954.58,76228.62,South,Delivered,In-Store,12,2024,2024Q4
ORD-1669,2024-11-20,CUST-494,Deep Basic,Sports,10,1742.8,17428.0,North,Shipped,Online,11,2024,2024Q4
ORD-1670,2024-07-10,CUST-154,Teacher Pro,Sports,26,1566.95,40740.7,South,Cancelled,Phone,7,2024,2024Q3
ORD-1671,2026-03-23,CUST-498,That Plus,Sports,19,1138.36,21628.84,East,Returned,In-Store,3,2026,2026Q1
ORD-1672,2025-08-28,CUST-317,Tend Basic,Furniture,39,1479.51,57700.89,North,Delivered,Mobile App,8,2025,2025Q3
ORD-1673,2025-08-16,CUST-212,Develop Max,Furniture,3,1758.25,5274.75,West,Pending,Phone,8,2025,2025Q3
ORD-1674,2025-07-18,CUST-190,Bad Pro,Electronics,45,814.24,36640.8,East,Pending,Mobile App,7,2025,2025Q3
ORD-1675,2025-11-16,CUST-456,His Max,Food & Beverage,13,660.8,8590.4,Central,Returned,Online,11,2025,2025Q4
ORD-1676,2025-08-22,CUST-365,Mrs Max,Electronics,28,1338.51,37478.28,West,Pending,Online,8,2025,2025Q3
ORD-1677,2025-07-15,CUST-337,Down Lite,Furniture,20,1617.61,32352.2,East,Shipped,Phone,7,2025,2025Q3
ORD-1678,2026-03-07,CUST-125,Yeah Lite,Furniture,28,1037.7849999999999,29057.98,West,Returned,Mobile App,3,2026,2026Q1
ORD-1679,2025-11-13,CUST-385,Oil Max,Furniture,8,1597.65,12781.2,East,Pending,Online,11,2025,2025Q4
