Product_ID,Product_Name,Brand,Category,Stock_Quantity,Cost_Price,Selling_Price,Rating,Supplier,Last_Restocked,Profit_Margin_Pct,Stock_Status
PROD-2428,Final Max,Thornton,Sports,68,522.47,821.08,4.6,Wong LLC,2025-06-21,36.37,Medium
PROD-2429,Hair Pro,Carr,Sports,350,524.34,1182.18,1.4,"Carrillo, Henderson and Bowman",2025-09-26,55.65,High
PROD-2430,Throughout Basic,"Flynn,",Electronics,253,590.99,928.62,4.4,Palmer PLC,2025-12-21,36.36,High
PROD-2431,Receive Elite,Carlson,Furniture,0,752.92,1469.9,3.0,"Wells, Hicks and Smith",2026-02-01,48.78,Out of Stock
PROD-2432,Manager Basic,"Smith,",Electronics,317,625.36,782.25,1.2,Mooney Inc,2025-06-11,20.06,High
PROD-2433,Force Pro,Dixon-Webb,Electronics,168,602.28,1271.44,3.7,Richardson Group,2025-10-17,52.63,Medium
PROD-2434,Before Elite,Perkins,Food & Beverage,312,58.25,70.09,1.9,"Jimenez, Frazier and Kim",2025-06-28,16.89,High
PROD-2435,Site Elite,Bowen-Dixon,Electronics,248,379.65,906.99,2.0,"Middleton, Johnson and Goodwin",2025-11-12,58.14,High
PROD-2436,Relationship Elite,Smith-Rogers,Food & Beverage,187,235.9,573.21,3.0,Chase-Pope,2025-10-05,58.85,Medium
PROD-2437,Voice Plus,Martin,Furniture,53,269.04,638.95,1.3,"Foster, Jimenez and Wolfe",2026-02-17,57.89,Medium
PROD-2438,Set Elite,Zimmerman,Furniture,325,556.57,1103.77,1.7,Rush PLC,2025-11-23,49.58,High
PROD-2439,Full Max,Horn-Guzman,Furniture,356,203.51,434.9,1.0,Parks and Sons,2026-03-02,53.21,High
PROD-2440,Nice Elite,Roach-Wright,Furniture,312,297.48,508.68,2.8,Rodriguez-Cohen,2025-06-02,41.52,High
PROD-2441,Society Elite,Vaughan-Morrow,Food & Beverage,137,240.9,520.52,1.3,Riggs Ltd,2026-05-08,53.72,Medium
PROD-2442,Thus Basic,Allen,Electronics,167,948.76,1973.57,3.7,Graves-Young,2026-05-08,51.93,Medium
PROD-2443,More Basic,Tran,Sports,390,944.94,2009.72,1.9,Duncan Group,2025-09-28,52.98,High
PROD-2444,However Lite,Martinez-Marsh,Furniture,102,611.89,1293.04,4.8,Jones and Sons,2025-09-16,52.68,Medium
PROD-2445,True Plus,Vaughn,Food & Beverage,421,924.9,1671.33,4.5,Smith Group,2025-12-26,44.66,High
PROD-2446,Whether Lite,"Bennett,",Sports,84,786.88,1769.02,2.2,"Villa, Rice and James",2026-05-14,55.52,Medium
PROD-2447,Economic Max,"Olsen,",Electronics,316,592.0,1073.37,4.1,Boyd Inc,2025-07-23,44.85,High
PROD-2448,Teacher Max,"Jimenez,",Food & Beverage,211,11.4,14.97,4.2,Ford Inc,2026-05-25,23.85,High
PROD-2449,Instead Lite,"Palmer,",Furniture,2,773.65,1398.01,4.9,Coffey and Sons,2026-01-30,44.66,Low
PROD-2450,Soldier Basic,"James,",Food & Beverage,383,703.98,1358.87,3.4,Walters Ltd,2026-04-29,48.19,High
PROD-2451,Less Elite,Marquez-Taylor,Food & Beverage,178,617.18,1261.19,1.3,Anderson-Phillips,2025-08-14,51.06,Medium
PROD-2452,Indicate Plus,"Gordon,",Electronics,341,761.62,1321.36,3.6,George-Moore,2026-05-14,42.36,High
PROD-2453,Brother Lite,"Turner,",Furniture,302,515.36,798.09,3.5,Cuevas LLC,2026-01-12,35.43,High
PROD-2454,Six Plus,Peterson-Barnett,Sports,451,705.56,950.68,3.6,"Spencer, Tanner and Pennington",2025-10-16,25.78,High
PROD-2455,News Lite,"Johnston,",Electronics,475,935.5,1975.35,2.2,"Torres, Mcpherson and Roberts",2026-05-07,52.64,High
PROD-2456,Rock Elite,"Johnson,",Electronics,331,378.93,564.99,4.4,Jones-Carroll,2026-04-01,32.93,High
PROD-2457,Type Elite,King-Solis,Clothing,37,709.58,1548.45,4.8,"Lewis, Burke and Todd",2026-06-02,54.17,Low
PROD-2458,Ten Plus,Mcclain,Electronics,498,478.31,681.67,1.9,Shannon-Jackson,2026-04-18,29.83,High
PROD-2459,Data Max,"Hernandez,",Electronics,419,676.03,1210.51,1.4,Fields-Brown,2025-06-15,44.15,High
PROD-2460,Himself Lite,Cole-Diaz,Clothing,238,764.08,892.14,1.8,Clark Ltd,2025-10-16,14.35,High
PROD-2461,Determine Plus,Fitzgerald,Electronics,168,50.23,91.66,4.3,"Tanner, Marshall and Curry",2025-10-08,45.2,Medium
PROD-2462,Mind Pro,Singleton,Furniture,452,648.37,1189.93,3.7,Maddox LLC,2025-09-11,45.51,High
PROD-2463,Deal Plus,"Fernandez,",Food & Beverage,396,230.61,417.75,3.5,Le LLC,2026-02-02,44.8,High
PROD-2464,Range Lite,"Smith,",Clothing,342,671.68,1611.54,2.6,Wang-Chavez,2025-12-29,58.32,High
PROD-2465,Own Plus,Rodgers,Clothing,313,470.99,706.18,3.3,Dickerson PLC,2025-07-17,33.3,High
PROD-2466,Look Lite,Thompson,Electronics,305,774.68,1268.69,2.2,"Sanders, Zavala and Martinez",2026-03-28,38.94,High
PROD-2467,Production Lite,Ruiz-Franklin,Clothing,29,127.78,230.9,2.9,Mcgrath-Peterson,2026-02-28,44.66,Low
PROD-2468,Better Lite,Mcpherson-Williams,Furniture,189,628.19,1529.59,4.2,Montgomery-Bailey,2025-11-16,58.93,Medium
PROD-2469,Same Basic,Guerra-Richards,Sports,356,282.08,326.85,4.9,Moore-Allen,1900-01-01,13.7,High
PROD-2470,Economy Plus,"Cervantes,",Electronics,24,853.72,2068.63,4.7,Harris PLC,2025-08-24,58.73,Low
PROD-2471,Election Elite,Ruiz-Blevins,Electronics,111,928.74,2168.92,4.7,Garcia-Sharp,1900-01-01,57.18,Medium
PROD-2472,Current Lite,Ellis-Arnold,Furniture,410,996.42,2115.78,2.6,Smith Group,2026-01-28,52.91,High
PROD-2473,Speak Elite,Jones-Gilmore,Electronics,434,797.03,1357.14,2.9,Harris LLC,2025-07-24,41.27,High
PROD-2474,Collection Max,Evans-Roberts,Electronics,205,754.97,1124.57,3.8,Hunt Ltd,2025-11-11,32.87,High
PROD-2475,Class Pro,"Brooks,",Electronics,184,219.42,511.56,4.7,"Stein, Miller and Coleman",2026-03-02,57.11,Medium
PROD-2476,Finish Max,"Williams,",Furniture,381,339.33,522.61,1.6,Cox-Jackson,2025-11-09,35.07,High
PROD-2477,Camera Lite,Fowler-Lawson,Electronics,495,468.35,742.94,2.2,Dalton Group,2026-02-07,36.96,High
PROD-2478,Seven Lite,Castro,Furniture,0,774.51,1399.57,1.6,Mclaughlin PLC,2026-01-29,44.66,Out of Stock
PROD-2479,Mention Plus,Moore-Watkins,Furniture,46,915.39,1375.81,3.4,"Carlson, Dominguez and Berry",2026-03-02,33.47,Low
PROD-2480,Herself Elite,Williams,Sports,373,193.19,344.13,2.2,Walter-Smith,2025-09-25,43.86,High
PROD-2481,Order Basic,Lin,Food & Beverage,227,922.76,1303.94,2.3,"Navarro, Mathis and Brooks",2025-06-07,29.23,High
PROD-2482,Soon Lite,"Sims,",Furniture,38,697.15,932.12,1.3,Anderson-Mcclure,2025-08-05,25.21,Low
PROD-2483,Set Pro,Sherman,Clothing,15,612.72,1479.65,2.4,Anderson Inc,2025-12-27,58.59,Low
PROD-2484,Weight Lite,Walker-Montgomery,Clothing,21,203.84,368.35,4.4,Hernandez LLC,2025-09-30,44.66,Low
PROD-2485,Side Pro,"Hall,",Sports,212,60.25,117.41,1.9,Henry-Cross,2026-04-16,48.68,High
PROD-2486,List Plus,Miller-Valencia,Food & Beverage,0,570.62,712.46,3.8,"Blair, Thompson and Lewis",2026-01-23,19.91,Out of Stock
PROD-2487,Bill Lite,Ball-Berry,Electronics,148,653.26,930.47,3.5,Weiss and Sons,2025-06-27,29.79,Medium
PROD-2488,Response Plus,"Martinez,",Clothing,455,214.73,319.96,4.5,"Stanley, Jacobs and Sweeney",2025-10-30,32.89,High
PROD-2489,None Elite,Oneill,Furniture,240,558.67,689.6,1.5,Calderon-Johnson,2026-01-09,18.99,High
PROD-2490,Cover Plus,"Mcgrath,",Clothing,271,857.21,1605.58,4.9,"Bernard, Gutierrez and Harris",2026-04-11,46.61,High
PROD-2491,Can Pro,Crawford,Sports,58,835.89,1514.78,3.3,"Cobb, Harris and Estrada",2025-11-27,44.82,Medium
PROD-2492,Be Elite,"Dyer,",Food & Beverage,286,927.72,1239.8,5.0,Combs Group,2025-10-08,25.17,High
PROD-2493,Strong Basic,Washington-Dixon,Food & Beverage,425,369.06,715.15,4.6,Bowen-Ray,2026-03-28,48.39,High
PROD-2494,International Lite,Marshall,Electronics,201,321.46,580.89,1.9,Black-Nelson,2025-07-24,44.66,High
PROD-2495,Exist Elite,"Daniel,",Sports,31,750.68,1761.77,1.2,Turner Inc,2025-07-10,57.39,Low
PROD-2496,Quickly Pro,Yu-Duncan,Sports,442,433.96,804.16,2.0,Smith-White,2025-12-08,46.04,High
PROD-2497,Result Basic,Andrews-Schultz,Clothing,161,92.11,126.48,3.1,Cole-Mata,2025-11-15,27.17,Medium
PROD-2498,Nor Pro,Klein-Lee,Sports,254,286.39,510.84,1.7,"Henry, Burton and Smith",2026-02-26,43.94,High
PROD-2499,Support Plus,Brown-Moore,Food & Beverage,253,421.49,948.92,1.7,"Frey, Wood and Hughes",2026-02-26,55.58,High
PROD-2500,Political Plus,"Burnett,",Food & Beverage,8,296.05,478.82,2.9,"Curtis, Wilson and Powell",2026-02-07,38.17,Low
PROD-2501,Responsibility Pro,Baird-Robinson,Furniture,464,335.54,501.49,1.1,Garcia-Woodard,2026-02-10,33.09,High
PROD-2502,Half Pro,"Alvarez,",Furniture,138,297.31,721.58,1.5,Spence-Baker,2026-01-03,58.8,Medium
PROD-2503,Technology Pro,Kelly-Mason,Food & Beverage,479,46.29,78.56,2.7,Yu-Harrington,2026-01-01,41.08,High
PROD-2504,Court Elite,Peterson,Clothing,9,638.91,1100.69,1.3,Khan and Sons,2025-06-08,41.95,Low
PROD-2505,Add Pro,Lucas,Electronics,213,599.31,765.11,2.6,Stanley LLC,2025-10-21,21.67,High
PROD-2506,Ask Lite,Dickson,Furniture,272,655.12,1136.89,2.9,Smith-Chavez,2026-02-17,42.38,High
PROD-2507,Morning Lite,"Vincent,",Furniture,323,196.35,468.33,2.8,"Johns, Mcknight and Jones",2026-01-18,58.07,High
PROD-2508,Raise Pro,Bryant,Electronics,47,299.18,629.1,4.5,Scott Inc,2025-12-13,52.44,Low
PROD-2509,Perform Max,"Collins,",Furniture,435,621.52,1483.48,3.1,Santana-Hammond,2026-01-31,58.1,High
PROD-2510,Loss Lite,Bender,Sports,110,601.63,762.82,2.9,Cabrera and Sons,2026-02-15,21.13,Medium
PROD-2511,Next Elite,"Acosta,",Clothing,152,508.8,1192.85,2.6,Chavez Group,2025-09-24,57.35,Medium
PROD-2512,Option Basic,Marshall,Clothing,122,353.66,633.25,4.3,"Johnson, Parker and Lowe",2026-02-20,44.15,Medium
PROD-2513,Movie Pro,Long,Electronics,404,913.37,1115.78,4.6,"Lawson, Martinez and Todd",2025-10-20,18.14,High
PROD-2514,Can Pro,"Anderson,",Electronics,356,343.07,443.09,4.4,Gutierrez PLC,2025-10-13,22.57,High
PROD-2515,Begin Pro,Lyons-Davis,Food & Beverage,0,458.34,682.85,3.7,Noble-Banks,2025-11-26,32.88,Out of Stock
PROD-2516,Set Basic,Lee-Delgado,Electronics,240,679.72,1384.05,1.5,"Richardson, Harris and Jones",2025-08-22,50.89,High
PROD-2517,Begin Elite,Brooks,Clothing,320,545.31,1339.18,2.1,"Williams, Cunningham and Mejia",2025-08-22,59.28,High
PROD-2518,Reveal Max,Mosley-Ramirez,Electronics,190,350.15,779.12,1.2,"Morrison, Ortiz and Peterson",2025-09-08,55.06,Medium
PROD-2519,Million Elite,"Ferrell,",Clothing,216,438.47,939.2,3.0,Patel-Davis,2025-11-11,53.31,High
PROD-2520,Yes Pro,"Smith,",Food & Beverage,50,795.51,1122.8,3.6,Pollard-Carson,2025-08-03,29.15,Low
PROD-2521,Report Lite,Reyes-Sandoval,Food & Beverage,291,281.74,339.24,4.0,Rice-Walker,2026-02-16,16.95,High
PROD-2522,Expert Lite,Webb-Lam,Clothing,80,146.54,193.35,2.2,Doyle Inc,2025-09-06,24.21,Medium
PROD-2523,Meet Plus,"Davis,",Food & Beverage,488,316.6,496.89,4.4,"Brown, Harris and Mayer",2026-05-30,36.28,High
PROD-2524,Ever Basic,Spencer-Martin,Electronics,382,850.29,1475.13,3.0,Rodriguez-Baker,2025-07-02,42.36,High
PROD-2525,Push Plus,Haynes,Furniture,0,93.54,199.21,1.0,Davis and Sons,2025-10-10,53.04,Out of Stock
PROD-2526,Join Lite,Miller,Clothing,193,991.74,2024.06,2.5,Powell and Sons,2026-03-12,51.0,Medium
PROD-2527,There Max,"Moyer,",Sports,103,543.3,653.98,3.3,Wong LLC,2025-07-06,16.92,Medium
PROD-2528,Century Max,Smith,Sports,270,984.92,2032.0,2.9,"Thomas, James and Francis",2026-03-03,51.53,High
PROD-2529,Poor Plus,Harper-Ramirez,Sports,0,939.3,2206.59,4.4,Hansen and Sons,2026-04-06,57.43,Out of Stock
PROD-2530,Significant Lite,"Mosley,",Furniture,422,455.55,525.57,1.4,Brown-Walker,2026-01-02,13.32,High
PROD-2531,Once Lite,"Harrison,",Furniture,378,202.5,251.22,3.2,"Rodriguez, Smith and Montgomery",2026-02-03,19.39,High
PROD-2532,People Pro,Young,Food & Beverage,197,169.06,352.85,3.1,Dunlap LLC,2025-10-31,52.09,Medium
PROD-2533,Else Basic,"Keller,",Clothing,0,243.79,446.09,2.1,Taylor Inc,2025-06-12,45.35,Out of Stock
PROD-2534,Five Elite,Miller,Sports,494,711.58,972.42,4.3,Anderson-Mason,2026-02-27,26.82,High
PROD-2535,Officer Max,"Lee,",Electronics,406,276.59,520.39,4.0,"Silva, Davenport and Nelson",2025-11-05,46.85,High
PROD-2536,Son Elite,Unknown,Clothing,377,344.72,783.44,3.9,Chavez-Rush,2026-03-05,56.0,High
PROD-2537,Reality Basic,"Frank,",Clothing,166,451.53,892.45,4.5,"Taylor, Jones and Aguilar",2025-06-12,49.41,Medium
PROD-2538,Road Pro,Perez-Conrad,Furniture,125,913.67,2219.17,3.9,Rodgers Ltd,2026-01-03,58.83,Medium
PROD-2539,She Pro,Watson-Logan,Food & Beverage,312,193.45,382.68,1.9,"Foster, Williams and Garza",2026-02-27,49.45,High
PROD-2540,Want Pro,Lawson-Smith,Food & Beverage,80,10.0,14.44,3.8,Wright LLC,2025-06-30,30.75,Medium
PROD-2541,Edge Pro,"James,",Sports,417,64.8,124.47,2.2,"Williams, Willis and Houston",2025-08-20,47.94,High
PROD-2542,Air Basic,"Hoffman,",Sports,250,905.24,2101.03,2.0,Morris-Jordan,2025-12-30,56.91,High
PROD-2543,Increase Max,Taylor,Clothing,168,649.28,914.38,1.3,West Inc,2026-01-16,28.99,Medium
PROD-2544,Husband Pro,Wagner-Gomez,Food & Beverage,476,276.68,380.14,4.0,"Norris, Malone and Jacobs",2025-09-26,27.22,High
PROD-2545,Camera Basic,"Peterson,",Clothing,72,181.31,318.77,3.8,Orozco-Byrd,2025-10-20,43.12,Medium
PROD-2546,Yet Plus,Clark-Taylor,Electronics,140,297.8,529.58,1.9,Pittman PLC,2025-12-06,43.77,Medium
PROD-2547,History Lite,Rangel-Patel,Furniture,69,119.22,162.37,4.0,Frey-Lee,2026-02-26,26.58,Medium
PROD-2548,Produce Pro,Brown,Food & Beverage,261,941.83,1690.98,4.7,Campbell Group,2025-11-30,44.3,High
PROD-2549,Happen Lite,Perry,Clothing,339,785.29,1008.71,1.4,Hardin-Lopez,2025-08-18,22.15,High
PROD-2550,Instead Pro,Kline-Shah,Furniture,307,465.08,924.9,1.9,"Webb, Schultz and Spencer",2025-07-04,49.72,High
PROD-2551,Condition Lite,Tran,Sports,244,865.64,1059.71,4.0,"Malone, Brown and Gomez",2025-11-08,18.31,High
PROD-2552,School Plus,Burnett,Electronics,2,253.21,461.56,2.1,Obrien-Cantrell,2025-06-20,45.14,Low
PROD-2553,Military Plus,Norris,Clothing,336,718.53,1517.96,3.5,Villa-Farmer,2026-04-30,52.66,High
PROD-2554,Fast Lite,Kaiser-Williams,Food & Beverage,62,856.85,1199.47,1.3,"Yoder, Mora and Fuller",2026-01-26,28.56,Medium
PROD-2555,Gun Max,"Moss,",Electronics,48,359.98,614.86,2.8,Smith-Torres,2026-05-14,41.45,Low
PROD-2556,Even Elite,Johnston,Electronics,75,758.68,1355.74,4.0,"Brown, Irwin and Woods",2025-10-26,44.04,Medium
PROD-2557,Hour Max,Bush-Lawrence,Clothing,367,298.6,583.97,3.7,"Wolfe, Kelly and Barnett",2025-07-28,48.87,High
PROD-2558,Education Lite,Kelly-Joyce,Electronics,174,302.36,633.14,4.3,"Glover, Sandoval and Osborne",2025-10-09,52.24,Medium
PROD-2559,Product Elite,"Buckley,",Food & Beverage,108,111.52,201.52,4.5,"Bailey, Thomas and Arnold",2025-08-12,44.66,Medium
PROD-2560,Issue Plus,Orr-Peters,Clothing,182,442.86,913.7,4.1,Wiley and Sons,2026-05-15,51.53,Medium
PROD-2561,Region Elite,Hamilton-Sherman,Furniture,191,731.06,1431.95,3.7,Holmes-Chen,2025-12-10,48.95,Medium
PROD-2562,Throughout Elite,Barnes,Electronics,64,940.52,1865.46,1.1,Smith Ltd,2025-12-17,49.58,Medium
PROD-2563,General Pro,Gutierrez,Food & Beverage,336,605.78,865.42,3.1,Willis Ltd,2026-04-23,30.0,High
PROD-2564,Land Plus,Thompson,Sports,0,863.82,1371.91,1.2,"Boyle, Rodriguez and Thomas",2025-11-29,37.04,Out of Stock
PROD-2565,Difficult Lite,Wells,Food & Beverage,473,823.38,1517.2,4.2,"Obrien, Smith and Mayer",2025-08-08,45.73,High
PROD-2566,Improve Pro,"Cook,",Furniture,270,177.48,432.35,2.3,Johnson-Sellers,2026-03-14,58.95,High
PROD-2567,Miss Lite,Cox-Rodriguez,Furniture,99,488.39,1137.48,3.2,Moran and Sons,2025-06-10,57.06,Medium
PROD-2568,Development Pro,Reed,Electronics,31,121.34,276.29,2.1,Massey-Fletcher,2026-04-29,56.08,Low
PROD-2569,Remain Max,"Schroeder,",Sports,351,683.74,1589.73,4.1,"Hardy, Brown and Nelson",2026-02-17,56.99,High
PROD-2570,Moment Max,"Miller,",Electronics,127,950.15,1933.71,4.5,Fernandez-Miles,2026-03-31,50.86,Medium
PROD-2571,How Pro,"White,",Furniture,451,141.4,252.58,2.6,"Garrett, Murphy and Anderson",2025-08-07,44.02,High
PROD-2572,Wear Basic,"Sanchez,",Food & Beverage,401,735.21,1457.21,4.5,"Conner, Freeman and Allen",2025-09-10,49.55,High
PROD-2573,Rise Max,"Foley,",Clothing,368,634.08,1228.2,2.1,Solis PLC,2026-03-15,48.37,High
PROD-2574,Usually Pro,Garcia,Clothing,338,585.69,1089.84,3.1,Moore Group,2025-07-16,46.26,High
PROD-2575,Say Max,Brown,Food & Beverage,42,393.17,595.1,4.4,"Moore, Gutierrez and Smith",2025-12-16,33.93,Low
PROD-2576,Identify Pro,Stewart,Sports,371,358.36,504.03,2.3,"Lopez, Stewart and Taylor",2025-09-05,28.9,High
PROD-2577,Different Pro,"Hill,",Food & Beverage,0,50.02,122.45,4.8,Aguilar LLC,2025-06-09,59.15,Out of Stock
PROD-2578,Tough Basic,Miranda-Dunn,Sports,487,221.82,522.51,1.5,Kelly-Clark,2026-04-13,57.55,High
PROD-2579,Buy Lite,King,Furniture,77,20.1,43.61,1.1,"Colon, Mendoza and Hobbs",2025-07-14,53.91,Medium
PROD-2580,Court Lite,"Bailey,",Electronics,313,583.51,984.63,4.6,Schultz-Lang,2025-06-09,40.74,High
PROD-2581,Risk Plus,Unknown,Food & Beverage,288,110.32,190.42,1.3,Scott-Carpenter,2025-10-08,42.06,High
PROD-2582,For Basic,"Watson,",Furniture,269,873.65,1263.61,5.0,Glover-Holmes,2026-04-30,30.86,High
PROD-2583,Very Max,Smith-Smith,Furniture,161,525.53,890.67,4.8,Smith-Andrews,2026-03-15,41.0,Medium
PROD-2584,Federal Basic,"Atkins,",Electronics,188,701.19,944.27,1.5,Lewis-Reed,2025-08-27,25.74,Medium
PROD-2585,Later Lite,"Banks,",Electronics,246,413.8,1009.19,3.2,Morton-Kennedy,2025-09-05,59.0,High
PROD-2586,Strong Elite,Patrick,Food & Beverage,387,562.78,1139.55,1.7,"Anderson, Fowler and Avery",2025-10-08,50.61,High
PROD-2587,Memory Plus,Crawford-Sandoval,Food & Beverage,215,942.95,1496.09,2.7,Bailey Ltd,2025-11-01,36.97,High
PROD-2588,Like Lite,"Abbott,",Clothing,314,87.32,144.72,1.2,"Powell, Collins and Smith",2026-04-17,39.66,High
PROD-2589,Board Elite,Jones-Richards,Furniture,412,257.67,465.62,1.9,Young PLC,2025-07-08,44.66,High
PROD-2590,Support Elite,Barrett,Clothing,338,781.09,1823.88,2.5,"Allen, Bradley and Brown",2025-06-24,57.17,High
PROD-2591,Leave Max,"Bradley,",Food & Beverage,389,103.24,234.99,3.0,"Finley, Campbell and Nunez",2026-01-10,56.07,High
PROD-2592,Million Basic,"Morgan,",Clothing,376,80.28,185.42,4.9,Mcdonald Inc,2026-02-25,56.7,High
PROD-2593,Eat Max,Anderson,Sports,480,364.73,708.12,4.2,Wallace-Lee,2025-12-21,48.49,High
PROD-2594,Off Max,Knox-Becker,Furniture,432,96.71,199.43,3.9,Schwartz-Sherman,2026-02-24,51.51,High
PROD-2595,Challenge Pro,Padilla,Sports,167,587.15,669.67,3.1,"Sellers, Martin and Young",2026-02-19,12.32,Medium
PROD-2596,Could Max,Pena,Sports,338,230.14,339.48,4.4,Munoz-Norman,2025-07-11,32.21,High
PROD-2597,Product Plus,"Parks,",Food & Beverage,192,896.22,1255.74,2.4,Mccormick-Salinas,2025-08-26,28.63,Medium
PROD-2598,Contain Elite,"Hull,",Sports,452,784.58,1797.77,3.8,Hensley Group,2025-07-05,56.36,High
PROD-2599,Guy Max,"Schmidt,",Food & Beverage,282,701.21,1172.85,5.0,"Montoya, Jones and Ayala",2026-04-28,40.21,High
PROD-2600,Develop Max,Jones,Electronics,0,618.86,1167.89,2.3,"Salazar, Hughes and Smith",2025-08-21,47.01,Out of Stock
PROD-2601,Late Elite,Fleming,Electronics,389,864.15,1341.57,3.7,Carter PLC,2025-12-18,35.59,High
PROD-2602,Small Pro,Fisher-Garcia,Clothing,0,226.95,464.11,4.4,"Ortiz, Anderson and Anderson",2025-08-13,51.1,Out of Stock
PROD-2603,Open Pro,"Lucas,",Electronics,12,873.74,1464.14,4.7,Allison PLC,2026-04-20,40.32,Low
PROD-2604,Return Lite,Cunningham,Clothing,239,790.54,1764.99,3.9,"Gill, Bell and Nixon",2025-06-02,55.21,High
PROD-2605,Along Elite,Davis,Electronics,319,749.42,1270.48,2.1,Roberson PLC,2025-09-02,41.01,High
PROD-2606,Goal Lite,Perez-Morris,Electronics,445,563.45,825.44,2.3,Ramsey Inc,2025-10-11,31.74,High
PROD-2607,Though Max,"Holt,",Electronics,482,250.01,451.78,3.0,Austin and Sons,2026-01-08,44.66,High
PROD-2608,Popular Lite,Sexton-Rodriguez,Sports,146,426.43,758.92,4.0,"Wilkerson, Fernandez and Miranda",2025-11-30,43.81,Medium
PROD-2609,Drop Plus,"Irwin,",Furniture,203,794.6,1117.63,1.2,"Anthony, Huber and White",2026-04-26,28.9,High
PROD-2610,Knowledge Plus,"Guzman,",Clothing,79,36.62,72.9,4.5,Brown-Charles,2025-09-03,49.77,Medium
PROD-2611,Memory Elite,Blake-Carroll,Electronics,378,783.14,911.48,3.0,Bailey-Wilson,2025-07-03,14.08,High
PROD-2612,Letter Plus,Barrett,Sports,42,243.87,421.09,1.7,Mccann-Kent,2025-06-04,42.09,Low
PROD-2613,Human Pro,"Bowers,",Electronics,457,148.59,209.49,2.9,Weaver-Butler,2025-11-04,29.07,High
PROD-2614,Force Pro,"Alexander,",Furniture,88,120.12,279.38,4.0,Sellers-Medina,2026-05-26,57.0,Medium
PROD-2615,Goal Basic,Johnson,Clothing,147,32.11,58.02,1.6,Johnson LLC,2025-08-23,44.66,Medium
PROD-2616,Career Plus,Moore,Sports,94,525.97,1152.6,2.8,Young PLC,2025-10-14,54.37,Medium
PROD-2617,State Elite,Osborne-Garza,Food & Beverage,451,222.17,278.7,2.9,Williams-Phillips,2026-04-28,20.28,High
PROD-2618,Candidate Max,Miller,Food & Beverage,427,989.48,2429.73,1.8,Vazquez-Miller,2025-10-31,59.28,High
PROD-2619,Age Lite,Lewis-Soto,Food & Beverage,150,576.56,1127.2,1.5,"Maldonado, Hatfield and Webb",2026-02-19,48.85,Medium
PROD-2620,Build Pro,Stewart,Electronics,1,142.2,182.14,4.3,"Nichols, Porter and Mccoy",2026-04-03,21.93,Low
PROD-2621,Although Max,"Morales,",Clothing,375,690.32,1281.01,3.0,Lopez LLC,2026-02-09,46.11,High
PROD-2622,Discuss Lite,"Alvarez,",Furniture,21,898.25,2183.1,1.1,"Hernandez, Friedman and French",2026-04-09,58.85,Low
PROD-2623,Body Lite,"Collier,",Food & Beverage,370,746.45,843.16,4.2,Walker PLC,2025-06-09,11.47,High
PROD-2624,Including Plus,Scott-Smith,Clothing,312,81.06,132.2,4.9,Kelley Inc,2025-11-24,38.68,High
PROD-2625,Edge Max,"Ortiz,",Clothing,484,896.4,1965.45,3.4,Lopez-Harris,2026-01-10,54.39,High
PROD-2626,Pressure Max,Harvey-Davis,Clothing,327,794.96,1245.39,3.0,James-Morris,2025-12-01,36.17,High
PROD-2627,Identify Plus,Kelly-Vasquez,Furniture,6,162.51,259.01,4.5,"Tyler, Dyer and Ward",2026-01-21,37.26,Low
PROD-2628,Tonight Plus,"Blackburn,",Furniture,205,56.53,122.81,4.8,Holt Inc,2025-10-26,53.97,High
PROD-2629,Country Plus,Johnston-Li,Sports,439,559.52,665.19,4.0,Mason and Sons,2026-01-29,15.89,High
PROD-2630,Much Elite,Long-Elliott,Furniture,374,160.26,187.33,2.8,Chung-Avery,2025-08-14,14.45,High
PROD-2631,Industry Plus,"Williams,",Electronics,450,835.42,1509.63,3.4,Watson-Dean,2025-09-22,44.66,High
PROD-2632,Same Basic,Crawford-Brown,Electronics,113,361.54,668.73,3.8,"Macias, Boyer and Stanton",2025-09-19,45.94,Medium
PROD-2633,Rock Elite,Allen-Wilson,Clothing,271,913.33,2264.42,1.8,Rogers PLC,2026-03-12,59.67,High
PROD-2634,Black Max,"Meyer,",Sports,82,567.86,1290.98,2.8,"Schroeder, Rogers and Collins",2025-10-07,56.01,Medium
PROD-2635,Teacher Lite,Griffith,Sports,178,186.76,308.85,4.3,Jones-Johnson,2025-11-22,39.53,Medium
PROD-2636,Result Elite,Ortega-Turner,Food & Beverage,209,143.9,302.9,3.6,Moran PLC,2025-09-29,52.49,High
PROD-2637,View Lite,"Boyle,",Furniture,499,578.59,871.51,2.6,"Barber, Robinson and Matthews",2025-10-29,33.61,High
PROD-2638,He Plus,"Murray,",Clothing,463,763.07,1011.8,3.7,Perkins PLC,2025-09-01,24.58,High
PROD-2639,Front Plus,"Gardner,",Clothing,327,782.6,1270.5,1.5,Young-Fields,2025-11-25,38.4,High
PROD-2640,Reduce Basic,"Smith,",Furniture,123,279.38,469.01,2.6,Henry LLC,2026-04-23,40.43,Medium
PROD-2641,Reveal Plus,"Parker,",Electronics,480,208.23,390.25,4.2,"Garrett, Moody and Rodriguez",2025-07-16,46.64,High
PROD-2642,Then Basic,Alexander,Clothing,112,21.67,31.38,1.9,"Thomas, Jackson and Gonzalez",2025-08-03,30.94,Medium
